image,text,sym_num_dice,sym_values,sym_colours,sym_sizes
sample_00667.png,"This picture contains a medium green die showing three, a large peach die showing one and a medium white die showing two.",3,3 1 2,green peach white,medium large medium
sample_00669.png,A medium red die is shown with a value of six.,1,6,red,medium
sample_00670.png,A large yellow die is shown with a value of four.,1,4,yellow,large
sample_00671.png,"There are a large white die showing one, a large purple die showing four and a medium red die showing six in the scene.",3,1 4 6,white purple red,large large medium
sample_00672.png,"There are a medium white die showing two, a medium blue die showing three and a medium white die showing six in the scene.",3,2 3 6,white blue white,medium medium medium
sample_00675.png,"The image shows a large purple die showing one, a medium yellow die showing two and a large white die showing three.",3,1 2 3,purple yellow white,large medium large
sample_00676.png,There are a large green die showing four and a small blue die showing six in the scene.,2,4 6,green blue,large small
sample_00678.png,The scene contains a medium white die showing five and a small purple die showing three.,2,5 3,white purple,medium small
sample_00679.png,"This picture contains a small yellow die showing five, a large green die showing three and a small red die showing one.",3,5 3 1,yellow green red,small large small
sample_00680.png,The image shows a small peach die showing four and a large yellow die showing two.,2,4 2,peach yellow,small large
sample_00681.png,The image shows a large blue die showing three and a large green die showing five.,2,3 5,blue green,large large
sample_00686.png,The scene contains a medium yellow die showing two and a small blue die showing two.,2,2 2,yellow blue,medium small
sample_00687.png,"There are a small red die showing four, a large purple die showing five and a small white die showing six in the scene.",3,4 5 6,red purple white,small large small
sample_00695.png,There are a large purple die showing three and a small purple die showing four in the scene.,2,3 4,purple purple,large small
sample_00696.png,"There are a small red die showing three, a medium peach die showing two and a small purple die showing one in the scene.",3,3 2 1,red peach purple,small medium small
sample_00697.png,There are a small white die showing two and a small blue die showing five in the scene.,2,2 5,white blue,small small
sample_00703.png,This picture contains a medium green die displaying five.,1,5,green,medium
sample_00705.png,A small yellow die is shown with a value of six.,1,6,yellow,small
sample_00706.png,There are a medium blue die showing five and a medium red die showing six in the scene.,2,5 6,blue red,medium medium
sample_00707.png,"This picture contains a medium red die showing two, a medium purple die showing two and a large peach die showing three.",3,2 2 3,red purple peach,medium medium large
sample_00708.png,This picture contains a large white die displaying six.,1,6,white,large
sample_00709.png,There are a large red die showing one and a medium peach die showing one in the scene.,2,1 1,red peach,large medium
sample_00710.png,The image shows a small peach die showing four and a large green die showing three.,2,4 3,peach green,small large
sample_00711.png,"There are a large blue die showing two, a small white die showing one and a small white die showing three in the scene.",3,2 1 3,blue white white,large small small
sample_00712.png,"The scene contains a large yellow die showing five, a medium blue die showing five and a medium yellow die showing six.",3,5 5 6,yellow blue yellow,large medium medium
sample_00714.png,This picture contains a medium red die displaying five.,1,5,red,medium
sample_00717.png,The image shows a small blue die showing one and a large peach die showing five.,2,1 5,blue peach,small large
sample_00719.png,"This picture contains a medium blue die showing two, a small yellow die showing five and a small peach die showing one.",3,2 5 1,blue yellow peach,medium small small
sample_00720.png,"This picture contains a medium yellow die showing one, a small purple die showing two and a medium blue die showing six.",3,1 2 6,yellow purple blue,medium small medium
sample_00721.png,"There are a medium purple die showing two, a large purple die showing one and a small green die showing four in the scene.",3,2 1 4,purple purple green,medium large small
sample_00722.png,The image shows one large peach die with value one.,1,1,peach,large
sample_00723.png,"The image shows a small white die showing one, a small red die showing six and a large red die showing five.",3,1 6 5,white red red,small small large
sample_00724.png,A small purple die is shown with a value of three.,1,3,purple,small
sample_00725.png,This picture contains a small white die showing two and a medium peach die showing three.,2,2 3,white peach,small medium
sample_00726.png,"There are a large red die showing three, a medium red die showing five and a large blue die showing four in the scene.",3,3 5 4,red red blue,large medium large
sample_00727.png,"This picture contains a small white die showing three, a small green die showing six and a large white die showing six.",3,3 6 6,white green white,small small large
sample_00728.png,This picture contains a small white die showing six and a medium green die showing four.,2,6 4,white green,small medium
sample_00729.png,This picture contains a large purple die displaying one.,1,1,purple,large
sample_00731.png,"There are a large peach die showing two, a medium blue die showing four and a large purple die showing one in the scene.",3,2 4 1,peach blue purple,large medium large
sample_00732.png,There are a medium white die showing three and a small white die showing six in the scene.,2,3 6,white white,medium small
sample_00733.png,There is one large peach die showing four.,1,4,peach,large
sample_00735.png,The image shows a large peach die showing one and a medium white die showing four.,2,1 4,peach white,large medium
sample_00736.png,This picture contains a small yellow die showing six and a medium blue die showing two.,2,6 2,yellow blue,small medium
sample_00738.png,"This picture contains a medium peach die showing three, a medium green die showing two and a medium red die showing two.",3,3 2 2,peach green red,medium medium medium
sample_00739.png,There are a small peach die showing four and a large white die showing six in the scene.,2,4 6,peach white,small large
sample_00740.png,There is one small white die showing four.,1,4,white,small
sample_00741.png,There are a large green die showing six and a small red die showing three in the scene.,2,6 3,green red,large small
sample_00742.png,A large blue die is shown with a value of four.,1,4,blue,large
sample_00743.png,"There are a small green die showing five, a small yellow die showing six and a medium peach die showing six in the scene.",3,5 6 6,green yellow peach,small small medium
sample_00744.png,The scene contains a small green die showing six and a medium white die showing two.,2,6 2,green white,small medium
sample_00746.png,The scene contains a small peach die showing three and a medium yellow die showing two.,2,3 2,peach yellow,small medium
sample_00747.png,The image shows one large purple die with value one.,1,1,purple,large
sample_00748.png,There is one large white die showing three.,1,3,white,large
sample_00750.png,"This picture contains a large peach die showing one, a small blue die showing six and a small peach die showing one.",3,1 6 1,peach blue peach,large small small
sample_00751.png,There is one medium purple die showing six.,1,6,purple,medium
sample_00753.png,"The image shows a large yellow die showing four, a medium green die showing four and a small yellow die showing two.",3,4 4 2,yellow green yellow,large medium small
sample_00754.png,This picture contains a medium white die showing six and a small green die showing four.,2,6 4,white green,medium small
sample_00755.png,A large blue die is shown with a value of three.,1,3,blue,large
sample_00756.png,This picture contains a small peach die displaying five.,1,5,peach,small
sample_00757.png,This picture contains a large blue die showing one and a large green die showing four.,2,1 4,blue green,large large
sample_00761.png,A small peach die is shown with a value of three.,1,3,peach,small
sample_00762.png,The scene contains a large blue die showing six and a medium white die showing six.,2,6 6,blue white,large medium
sample_00763.png,"The scene contains a large red die showing three, a small blue die showing three and a medium blue die showing three.",3,3 3 3,red blue blue,large small medium
sample_00764.png,The image shows one medium yellow die with value five.,1,5,yellow,medium
sample_00766.png,The scene contains a large yellow die showing six and a medium red die showing one.,2,6 1,yellow red,large medium
sample_00767.png,"The image shows a medium blue die showing four, a large blue die showing two and a large purple die showing five.",3,4 2 5,blue blue purple,medium large large
sample_00768.png,A small blue die is shown with a value of four.,1,4,blue,small
sample_00770.png,The image shows a medium purple die showing one and a small peach die showing three.,2,1 3,purple peach,medium small
sample_00773.png,"This picture contains a small blue die showing three, a small purple die showing one and a medium red die showing six.",3,3 1 6,blue purple red,small small medium
sample_00774.png,A small purple die is shown with a value of six.,1,6,purple,small
sample_00777.png,"There are a medium yellow die showing two, a large yellow die showing two and a small red die showing one in the scene.",3,2 2 1,yellow yellow red,medium large small
sample_00779.png,"There are a medium purple die showing five, a small blue die showing one and a small purple die showing two in the scene.",3,5 1 2,purple blue purple,medium small small
sample_00781.png,There is one small green die showing three.,1,3,green,small
sample_00782.png,This picture contains a large white die showing two and a large peach die showing two.,2,2 2,white peach,large large
sample_00783.png,"The scene contains a large purple die showing five, a medium white die showing six and a small purple die showing six.",3,5 6 6,purple white purple,large medium small
sample_00785.png,This picture contains a small green die displaying two.,1,2,green,small
sample_00786.png,The scene contains a medium green die showing three and a small yellow die showing three.,2,3 3,green yellow,medium small
sample_00788.png,The image shows one medium blue die with value three.,1,3,blue,medium
sample_00789.png,This picture contains a small red die displaying six.,1,6,red,small
sample_00790.png,The image shows a small purple die showing four and a medium red die showing two.,2,4 2,purple red,small medium
sample_00791.png,"There are a small green die showing six, a medium blue die showing four and a medium green die showing two in the scene.",3,6 4 2,green blue green,small medium medium
sample_00792.png,The image shows a small blue die showing five and a medium white die showing two.,2,5 2,blue white,small medium
sample_00793.png,The image shows a small red die showing one and a large white die showing five.,2,1 5,red white,small large
sample_00795.png,The scene contains a large peach die showing two and a medium purple die showing six.,2,2 6,peach purple,large medium
sample_00798.png,"The image shows a small blue die showing five, a large green die showing three and a large blue die showing one.",3,5 3 1,blue green blue,small large large
sample_00799.png,This picture contains a small yellow die showing four and a large blue die showing three.,2,4 3,yellow blue,small large
sample_00800.png,This picture contains a small green die displaying five.,1,5,green,small
sample_00801.png,The image shows a small purple die showing two and a medium purple die showing three.,2,2 3,purple purple,small medium
sample_00803.png,"This picture contains a medium green die showing one, a medium peach die showing two and a medium yellow die showing five.",3,1 2 5,green peach yellow,medium medium medium
sample_00805.png,There are a medium peach die showing four and a medium blue die showing four in the scene.,2,4 4,peach blue,medium medium
sample_00806.png,"There are a large purple die showing two, a medium green die showing three and a small yellow die showing five in the scene.",3,2 3 5,purple green yellow,large medium small
sample_00807.png,The image shows one large peach die with value four.,1,4,peach,large
sample_00808.png,This picture contains a small peach die displaying six.,1,6,peach,small
sample_00810.png,"There are a medium purple die showing three, a large red die showing one and a large white die showing five in the scene.",3,3 1 5,purple red white,medium large large
sample_00812.png,The image shows one small purple die with value five.,1,5,purple,small
sample_00815.png,"There are a large white die showing one, a medium white die showing six and a medium yellow die showing six in the scene.",3,1 6 6,white white yellow,large medium medium
sample_00816.png,This picture contains a medium yellow die showing two and a small purple die showing two.,2,2 2,yellow purple,medium small
sample_00818.png,"The scene contains a large purple die showing five, a medium red die showing six and a small purple die showing one.",3,5 6 1,purple red purple,large medium small
sample_00820.png,The scene contains a small green die showing six and a small peach die showing three.,2,6 3,green peach,small small
sample_00821.png,The image shows one large peach die with value one.,1,1,peach,large
sample_00824.png,"The image shows a small yellow die showing five, a medium red die showing one and a small red die showing one.",3,5 1 1,yellow red red,small medium small
sample_00825.png,There are a medium white die showing six and a medium green die showing two in the scene.,2,6 2,white green,medium medium
sample_00826.png,The scene contains a large peach die showing three and a small purple die showing one.,2,3 1,peach purple,large small
sample_00828.png,This picture contains a large yellow die showing two and a large blue die showing two.,2,2 2,yellow blue,large large
sample_00829.png,There is one large blue die showing two.,1,2,blue,large
sample_00830.png,There are a medium white die showing six and a medium blue die showing four in the scene.,2,6 4,white blue,medium medium
sample_00831.png,"This picture contains a small red die showing four, a large green die showing six and a medium red die showing six.",3,4 6 6,red green red,small large medium
sample_00832.png,"The scene contains a small peach die showing four, a small blue die showing four and a small yellow die showing three.",3,4 4 3,peach blue yellow,small small small
sample_00833.png,There are a small blue die showing four and a large white die showing three in the scene.,2,4 3,blue white,small large
sample_00836.png,"The scene contains a medium peach die showing six, a large purple die showing two and a small green die showing three.",3,6 2 3,peach purple green,medium large small
sample_00837.png,This picture contains a small white die showing five and a large peach die showing one.,2,5 1,white peach,small large
sample_00839.png,There are a small yellow die showing six and a large blue die showing four in the scene.,2,6 4,yellow blue,small large
sample_00841.png,"The scene contains a large green die showing four, a large green die showing four and a small white die showing three.",3,4 4 3,green green white,large large small
sample_00843.png,The image shows one large green die with value five.,1,5,green,large
sample_00844.png,The image shows a small green die showing five and a large blue die showing four.,2,5 4,green blue,small large
sample_00845.png,The image shows a medium purple die showing six and a large yellow die showing one.,2,6 1,purple yellow,medium large
sample_00847.png,The scene contains a large peach die showing five and a large white die showing six.,2,5 6,peach white,large large
sample_00848.png,This picture contains a medium blue die displaying four.,1,4,blue,medium
sample_00849.png,There is one medium white die showing six.,1,6,white,medium
sample_00851.png,"The scene contains a large green die showing six, a small purple die showing five and a small purple die showing six.",3,6 5 6,green purple purple,large small small
sample_00852.png,"This picture contains a small white die showing two, a medium blue die showing one and a medium green die showing five.",3,2 1 5,white blue green,small medium medium
sample_00856.png,"This picture contains a small purple die showing one, a small red die showing four and a small blue die showing five.",3,1 4 5,purple red blue,small small small
sample_00859.png,"This picture contains a large red die showing four, a large white die showing one and a small red die showing six.",3,4 1 6,red white red,large large small
sample_00861.png,"The image shows a medium yellow die showing one, a small green die showing four and a medium blue die showing six.",3,1 4 6,yellow green blue,medium small medium
sample_00862.png,"The scene contains a medium blue die showing four, a medium blue die showing three and a large white die showing three.",3,4 3 3,blue blue white,medium medium large
sample_00866.png,"This picture contains a small purple die showing one, a small blue die showing three and a medium blue die showing five.",3,1 3 5,purple blue blue,small small medium
sample_00867.png,This picture contains a large peach die showing six and a medium green die showing five.,2,6 5,peach green,large medium
sample_00869.png,A small blue die is shown with a value of six.,1,6,blue,small
sample_00870.png,The image shows a medium blue die showing three and a medium green die showing one.,2,3 1,blue green,medium medium
sample_00872.png,The scene contains a large blue die showing two and a small green die showing six.,2,2 6,blue green,large small
sample_00873.png,There are a large white die showing four and a medium peach die showing four in the scene.,2,4 4,white peach,large medium
sample_00874.png,The image shows one large green die with value five.,1,5,green,large
sample_00875.png,This picture contains a medium red die displaying four.,1,4,red,medium
sample_00876.png,The image shows a medium red die showing one and a medium blue die showing two.,2,1 2,red blue,medium medium
sample_00877.png,The image shows one small white die with value four.,1,4,white,small
sample_00878.png,There are a small peach die showing three and a large green die showing five in the scene.,2,3 5,peach green,small large
sample_00879.png,The image shows one large yellow die with value one.,1,1,yellow,large
sample_00881.png,The image shows one small green die with value four.,1,4,green,small
sample_00882.png,A large white die is shown with a value of four.,1,4,white,large
sample_00883.png,The scene contains a small peach die showing two and a medium peach die showing one.,2,2 1,peach peach,small medium
sample_00885.png,"This picture contains a small yellow die showing two, a large yellow die showing four and a large yellow die showing five.",3,2 4 5,yellow yellow yellow,small large large
sample_00886.png,There is one large purple die showing six.,1,6,purple,large
sample_00887.png,The image shows a large white die showing four and a small green die showing three.,2,4 3,white green,large small
sample_00888.png,The image shows a medium yellow die showing three and a medium red die showing five.,2,3 5,yellow red,medium medium
sample_00890.png,"The scene contains a small white die showing four, a medium purple die showing four and a medium red die showing two.",3,4 4 2,white purple red,small medium medium
sample_00891.png,"The image shows a medium peach die showing one, a small blue die showing two and a large blue die showing three.",3,1 2 3,peach blue blue,medium small large
sample_00892.png,There is one large red die showing five.,1,5,red,large
sample_00894.png,The image shows one small red die with value one.,1,1,red,small
sample_00895.png,There are a small green die showing six and a small peach die showing four in the scene.,2,6 4,green peach,small small
sample_00898.png,The image shows a small purple die showing one and a medium red die showing six.,2,1 6,purple red,small medium
sample_00899.png,This picture contains a small green die displaying four.,1,4,green,small
sample_00900.png,This picture contains a medium blue die showing three and a small blue die showing four.,2,3 4,blue blue,medium small
sample_00901.png,"The image shows a large yellow die showing six, a small green die showing five and a small white die showing five.",3,6 5 5,yellow green white,large small small
sample_00902.png,The image shows a large red die showing four and a large white die showing three.,2,4 3,red white,large large
sample_00903.png,The scene contains a medium blue die showing one and a small red die showing two.,2,1 2,blue red,medium small
sample_00904.png,"The image shows a small green die showing three, a medium white die showing five and a small purple die showing one.",3,3 5 1,green white purple,small medium small
sample_00905.png,This picture contains 2 large red dice displaying three and two.,2,3 2,red red,large large
sample_00906.png,The scene contains a small green die showing two and a large purple die showing six.,2,2 6,green purple,small large
sample_00907.png,"The scene contains a large peach die showing six, a medium purple die showing two and a large peach die showing two.",3,6 2 2,peach purple peach,large medium large
sample_00911.png,"The scene contains a large white die showing four, a large peach die showing five and a large purple die showing five.",3,4 5 5,white peach purple,large large large
sample_00912.png,The image shows a large purple die showing one and a small purple die showing six.,2,1 6,purple purple,large small
sample_00913.png,The scene contains a medium yellow die showing six and a medium white die showing five.,2,6 5,yellow white,medium medium
sample_00915.png,"The scene contains a small peach die showing five, a medium peach die showing five and a small red die showing three.",3,5 5 3,peach peach red,small medium small
sample_00916.png,The image shows one small peach die with value three.,1,3,peach,small
sample_00918.png,A medium purple die is shown with a value of six.,1,6,purple,medium
sample_00919.png,"The image shows a medium red die showing one, a small blue die showing two and a large yellow die showing two.",3,1 2 2,red blue yellow,medium small large
sample_00921.png,This picture contains a large blue die displaying two.,1,2,blue,large
sample_00922.png,This picture contains a large purple die showing two and a small yellow die showing one.,2,2 1,purple yellow,large small
sample_00924.png,There are a medium white die showing two and a small yellow die showing one in the scene.,2,2 1,white yellow,medium small
sample_00926.png,The image shows one small white die with value six.,1,6,white,small
sample_00927.png,The image shows one large purple die with value six.,1,6,purple,large
sample_00928.png,This picture contains a medium yellow die showing three and a large white die showing two.,2,3 2,yellow white,medium large
sample_00930.png,The image shows a large green die showing two and a small peach die showing five.,2,2 5,green peach,large small
sample_00931.png,This picture contains a small peach die displaying three.,1,3,peach,small
sample_00932.png,There are a large red die showing five and a medium green die showing five in the scene.,2,5 5,red green,large medium
sample_00934.png,"There are a small red die showing five, a small green die showing five and a medium white die showing five in the scene.",3,5 5 5,red green white,small small medium
sample_00935.png,A medium purple die is shown with a value of three.,1,3,purple,medium
sample_00937.png,A medium yellow die is shown with a value of five.,1,5,yellow,medium
sample_00938.png,A medium red die is shown with a value of two.,1,2,red,medium
sample_00939.png,The image shows one large yellow die with value six.,1,6,yellow,large
sample_00940.png,"The image shows a large green die showing five, a small yellow die showing five and a medium peach die showing six.",3,5 5 6,green yellow peach,large small medium
sample_00941.png,The image shows one medium green die with value five.,1,5,green,medium
sample_00942.png,This picture contains 2 large yellow dice displaying five and three.,2,5 3,yellow yellow,large large
sample_00944.png,This picture contains a small green die displaying two.,1,2,green,small
sample_00945.png,"There are 3 medium red dice showing six, one and two.",3,6 1 2,red red red,medium medium medium
sample_00946.png,This picture contains a medium green die displaying two.,1,2,green,medium
sample_00948.png,There is one medium purple die showing four.,1,4,purple,medium
sample_00949.png,This picture contains a large green die showing three and a medium yellow die showing three.,2,3 3,green yellow,large medium
sample_00950.png,There are a large yellow die showing four and a small purple die showing two in the scene.,2,4 2,yellow purple,large small
sample_00951.png,The image shows a small red die showing five and a small purple die showing one.,2,5 1,red purple,small small
sample_00952.png,This picture contains a small red die showing six and a small white die showing one.,2,6 1,red white,small small
sample_00953.png,"The image shows a large red die showing one, a small purple die showing five and a large red die showing six.",3,1 5 6,red purple red,large small large
sample_00954.png,"There are a medium peach die showing three, a large white die showing two and a large blue die showing four in the scene.",3,3 2 4,peach white blue,medium large large
sample_00955.png,The scene contains a large blue die showing five and a medium red die showing five.,2,5 5,blue red,large medium
sample_00956.png,"The scene contains a small red die showing six, a medium blue die showing three and a large green die showing three.",3,6 3 3,red blue green,small medium large
sample_00957.png,"The image shows a small green die showing five, a medium green die showing six and a small peach die showing six.",3,5 6 6,green green peach,small medium small
sample_00958.png,This picture contains a large green die displaying one.,1,1,green,large
sample_00960.png,This picture contains a small peach die showing one and a small blue die showing six.,2,1 6,peach blue,small small
sample_00961.png,There are 2 medium peach dice showing four and one.,2,4 1,peach peach,medium medium
sample_00963.png,"This picture contains a small purple die showing five, a small blue die showing five and a small yellow die showing six.",3,5 5 6,purple blue yellow,small small small
sample_00964.png,There are a small purple die showing five and a medium red die showing four in the scene.,2,5 4,purple red,small medium
sample_00965.png,"There are a medium yellow die showing three, a medium blue die showing five and a small green die showing six in the scene.",3,3 5 6,yellow blue green,medium medium small
sample_00968.png,"The scene contains a small white die showing one, a large green die showing three and a small white die showing two.",3,1 3 2,white green white,small large small
sample_00969.png,This picture contains a small red die showing three and a small peach die showing four.,2,3 4,red peach,small small
sample_00970.png,A large blue die is shown with a value of five.,1,5,blue,large
sample_00971.png,The image shows one small white die with value five.,1,5,white,small
sample_00974.png,This picture contains a medium green die displaying five.,1,5,green,medium
sample_00977.png,"This picture contains a medium red die showing six, a large red die showing four and a small white die showing five.",3,6 4 5,red red white,medium large small
sample_00981.png,This picture contains a small red die displaying three.,1,3,red,small
sample_00982.png,The image shows one small purple die with value four.,1,4,purple,small
sample_00984.png,"The scene contains a small purple die showing three, a medium peach die showing three and a large white die showing four.",3,3 3 4,purple peach white,small medium large
sample_00985.png,There are a small peach die showing three and a small purple die showing six in the scene.,2,3 6,peach purple,small small
sample_00986.png,"This picture contains a small yellow die showing five, a medium blue die showing four and a large yellow die showing five.",3,5 4 5,yellow blue yellow,small medium large
sample_00988.png,"The scene contains a medium red die showing six, a medium blue die showing six and a medium white die showing one.",3,6 6 1,red blue white,medium medium medium
sample_00990.png,There are a small purple die showing two and a large green die showing five in the scene.,2,2 5,purple green,small large
sample_00992.png,"The scene contains a large purple die showing four, a medium red die showing two and a large blue die showing six.",3,4 2 6,purple red blue,large medium large
sample_00993.png,A medium white die is shown with a value of five.,1,5,white,medium
sample_00994.png,This picture contains a large peach die showing three and a large green die showing three.,2,3 3,peach green,large large
sample_00995.png,The image shows a medium purple die showing three and a large purple die showing six.,2,3 6,purple purple,medium large
sample_00998.png,The image shows one small blue die with value six.,1,6,blue,small
sample_00999.png,"The scene contains a small red die showing six, a medium blue die showing two and a medium peach die showing three.",3,6 2 3,red blue peach,small medium medium
sample_01000.png,"The scene contains a small white die showing three, a small blue die showing four and a medium yellow die showing four.",3,3 4 4,white blue yellow,small small medium
sample_01001.png,The image shows a large purple die showing five and a large yellow die showing four.,2,5 4,purple yellow,large large
sample_01002.png,The scene contains a large green die showing two and a large purple die showing five.,2,2 5,green purple,large large
sample_01003.png,"This picture contains a large blue die showing six, a small blue die showing three and a large white die showing one.",3,6 3 1,blue blue white,large small large
sample_01004.png,This picture contains a small blue die showing two and a medium peach die showing one.,2,2 1,blue peach,small medium
sample_01005.png,"There are a small white die showing six, a large yellow die showing six and a medium white die showing one in the scene.",3,6 6 1,white yellow white,small large medium
sample_01007.png,This picture contains a medium red die displaying three.,1,3,red,medium
sample_01008.png,The scene contains a medium green die showing five and a small blue die showing four.,2,5 4,green blue,medium small
sample_01009.png,This picture contains a large red die showing three and a medium red die showing six.,2,3 6,red red,large medium
sample_01010.png,The image shows one medium blue die with value three.,1,3,blue,medium
sample_01013.png,The image shows a medium blue die showing six and a small peach die showing one.,2,6 1,blue peach,medium small
sample_01014.png,"The image shows a large red die showing four, a large red die showing three and a medium white die showing three.",3,4 3 3,red red white,large large medium
sample_01016.png,There are a small white die showing five and a small purple die showing four in the scene.,2,5 4,white purple,small small
sample_01018.png,The image shows a medium purple die showing four and a medium peach die showing four.,2,4 4,purple peach,medium medium
sample_01020.png,"This picture contains a medium purple die showing one, a large green die showing four and a medium white die showing four.",3,1 4 4,purple green white,medium large medium
sample_01023.png,This picture contains a medium red die displaying six.,1,6,red,medium
sample_01024.png,There is one medium yellow die showing six.,1,6,yellow,medium
sample_01025.png,The scene contains a small yellow die showing four and a medium purple die showing two.,2,4 2,yellow purple,small medium
sample_01027.png,The scene contains a medium peach die showing six and a large peach die showing four.,2,6 4,peach peach,medium large
sample_01028.png,The image shows a medium red die showing one and a small green die showing three.,2,1 3,red green,medium small
sample_01030.png,The image shows a small peach die showing two and a medium blue die showing one.,2,2 1,peach blue,small medium
sample_01032.png,"The scene contains a small white die showing five, a large white die showing three and a medium white die showing one.",3,5 3 1,white white white,small large medium
sample_01033.png,The image shows a large white die showing one and a large purple die showing four.,2,1 4,white purple,large large
sample_01034.png,There are a large yellow die showing three and a large purple die showing three in the scene.,2,3 3,yellow purple,large large
sample_01035.png,This picture contains a medium peach die displaying six.,1,6,peach,medium
sample_01036.png,"This picture contains a large purple die showing two, a large blue die showing five and a medium green die showing six.",3,2 5 6,purple blue green,large large medium
sample_01037.png,"This picture contains a small green die showing five, a small green die showing six and a large red die showing five.",3,5 6 5,green green red,small small large
sample_01038.png,The image shows a large white die showing two and a small purple die showing two.,2,2 2,white purple,large small
sample_01039.png,"There are a medium blue die showing five, a large peach die showing six and a large purple die showing two in the scene.",3,5 6 2,blue peach purple,medium large large
sample_01040.png,The scene contains a small white die showing three and a large red die showing six.,2,3 6,white red,small large
sample_01041.png,This picture contains a medium blue die displaying six.,1,6,blue,medium
sample_01042.png,"The scene contains a large red die showing one, a medium red die showing four and a medium purple die showing four.",3,1 4 4,red red purple,large medium medium
sample_01043.png,The image shows a large white die showing six and a medium white die showing five.,2,6 5,white white,large medium
sample_01045.png,A medium blue die is shown with a value of three.,1,3,blue,medium
sample_01046.png,"The scene contains a medium peach die showing four, a medium yellow die showing five and a large yellow die showing one.",3,4 5 1,peach yellow yellow,medium medium large
sample_01048.png,This picture contains a medium green die displaying five.,1,5,green,medium
sample_01049.png,The scene contains a medium purple die showing five and a large peach die showing four.,2,5 4,purple peach,medium large
sample_01050.png,There are a medium green die showing six and a medium purple die showing six in the scene.,2,6 6,green purple,medium medium
sample_01051.png,The image shows a small red die showing two and a large blue die showing one.,2,2 1,red blue,small large
sample_01052.png,There are a small white die showing five and a large yellow die showing three in the scene.,2,5 3,white yellow,small large
sample_01055.png,"This picture contains a medium white die showing six, a small red die showing six and a small white die showing three.",3,6 6 3,white red white,medium small small
sample_01056.png,"The scene contains a small red die showing two, a medium peach die showing four and a medium white die showing three.",3,2 4 3,red peach white,small medium medium
sample_01057.png,A large purple die is shown with a value of three.,1,3,purple,large
sample_01058.png,There is one small red die showing one.,1,1,red,small
sample_01059.png,The image shows one small peach die with value five.,1,5,peach,small
sample_01061.png,"There are a large white die showing one, a small blue die showing two and a medium white die showing six in the scene.",3,1 2 6,white blue white,large small medium
sample_01062.png,A medium white die is shown with a value of two.,1,2,white,medium
sample_01064.png,There is one medium blue die showing six.,1,6,blue,medium
sample_01065.png,"The image shows a large white die showing five, a medium green die showing six and a medium purple die showing four.",3,5 6 4,white green purple,large medium medium
sample_01066.png,A small peach die is shown with a value of five.,1,5,peach,small
sample_01067.png,"This picture contains a medium peach die showing four, a large red die showing one and a medium red die showing one.",3,4 1 1,peach red red,medium large medium
sample_01068.png,"The scene contains a small blue die showing two, a small peach die showing two and a medium peach die showing one.",3,2 2 1,blue peach peach,small small medium
sample_01071.png,A large white die is shown with a value of five.,1,5,white,large
sample_01072.png,"The scene contains a small green die showing one, a medium yellow die showing two and a large red die showing five.",3,1 2 5,green yellow red,small medium large
sample_01073.png,This picture contains a small red die showing two and a small peach die showing five.,2,2 5,red peach,small small
sample_01074.png,"The scene contains a large blue die showing six, a medium green die showing one and a large purple die showing three.",3,6 1 3,blue green purple,large medium large
sample_01075.png,"The image shows a large green die showing five, a medium green die showing five and a large blue die showing five.",3,5 5 5,green green blue,large medium large
sample_01078.png,This picture contains a small blue die showing four and a large peach die showing one.,2,4 1,blue peach,small large
sample_01079.png,This picture contains a large green die displaying one.,1,1,green,large
sample_01080.png,"A scene with 2 large purple dice is shown, displaying one and one.",2,1 1,purple purple,large large
sample_01081.png,"This picture contains a large red die showing six, a small peach die showing one and a medium yellow die showing five.",3,6 1 5,red peach yellow,large small medium
sample_01082.png,This picture contains a large yellow die displaying five.,1,5,yellow,large
sample_01083.png,"The image shows a large blue die showing two, a small purple die showing three and a medium green die showing two.",3,2 3 2,blue purple green,large small medium
sample_01086.png,The scene contains a small red die showing two and a medium blue die showing two.,2,2 2,red blue,small medium
sample_01088.png,"This picture contains a small peach die showing four, a small purple die showing six and a small blue die showing six.",3,4 6 6,peach purple blue,small small small
sample_01090.png,There is one large peach die showing two.,1,2,peach,large
sample_01091.png,"There are a medium white die showing one, a small yellow die showing one and a large red die showing two in the scene.",3,1 1 2,white yellow red,medium small large
sample_01092.png,"The scene contains a medium white die showing three, a medium red die showing one and a large blue die showing two.",3,3 1 2,white red blue,medium medium large
sample_01094.png,There is one medium green die showing five.,1,5,green,medium
sample_01095.png,"There are a small blue die showing six, a small yellow die showing two and a medium green die showing one in the scene.",3,6 2 1,blue yellow green,small small medium
sample_01097.png,The image shows a medium blue die showing two and a medium peach die showing five.,2,2 5,blue peach,medium medium
sample_01098.png,"There are a medium purple die showing three, a small blue die showing three and a large purple die showing six in the scene.",3,3 3 6,purple blue purple,medium small large
sample_01100.png,A large blue die is shown with a value of six.,1,6,blue,large
sample_01102.png,A medium red die is shown with a value of two.,1,2,red,medium
sample_01104.png,"This picture contains a medium yellow die showing one, a medium white die showing three and a large peach die showing two.",3,1 3 2,yellow white peach,medium medium large
sample_01105.png,The image shows one large green die with value six.,1,6,green,large
sample_01106.png,This picture contains a medium peach die showing two and a large green die showing six.,2,2 6,peach green,medium large
sample_01107.png,"The scene contains a medium red die showing three, a large green die showing three and a small peach die showing three.",3,3 3 3,red green peach,medium large small
